"timestamp_utc","process_count","working_set_mb","private_mb","handles","cpu_seconds"
"2026-09-17T00:44:06.4134122Z","4","358.38","183.38","2170","1.16"
"2026-09-17T00:44:11.4454366Z","4","370.52","195.82","2210","1.34"
"2026-09-17T00:44:16.4559632Z","4","407.62","231.62","2287","1.8"
"2026-09-17T00:44:21.4745425Z","4","414.67","231.5","2341","2.11"
"2026-09-17T00:44:26.4988928Z","4","413.31","229.07","2341","2.28"
"2026-09-17T00:44:31.5267019Z","4","418.67","244.98","2342","2.59"
"2026-09-17T00:44:36.5569241Z","4","415.57","243.81","2343","2.73"
"2026-09-17T00:44:41.5823218Z","4","415.89","243.3","2335","2.91"
"2026-09-17T00:44:46.5996084Z","4","424.7","247.06","2354","3.39"
"2026-09-17T00:44:51.6129613Z","4","425.3","247.28","2352","3.61"
"2026-09-17T00:44:56.6331291Z","4","422.78","244.19","2353","3.61"
"2026-09-17T00:45:01.6568305Z","4","398.07","218.37","2353","3.77"
"2026-09-17T00:45:06.6743616Z","4","426.3","249.09","2365","3.98"
"2026-09-17T00:45:11.6960694Z","4","432.32","247.93","2423","4.17"
"2026-09-17T00:45:16.7138121Z","4","433.36","247.21","2422","4.27"
"2026-09-17T00:45:21.7355891Z","4","423.36","236.98","2422","4.28"
"2026-09-17T00:45:26.7578140Z","4","407.36","220.32","2422","4.28"
"2026-09-17T00:45:31.7811052Z","4","407.36","220.32","2422","4.28"
"2026-09-17T00:45:36.8053952Z","4","407.36","220.32","2422","4.28"
"2026-09-17T00:45:41.8260191Z","4","407.36","220.32","2422","4.28"
"2026-09-17T00:45:46.8484589Z","4","407.31","220.24","2414","4.3"
"2026-09-17T00:45:51.8642855Z","4","405.97","220.12","2408","4.3"
"2026-09-17T00:45:56.8765210Z","4","413.59","222.45","2423","4.53"
"2026-09-17T00:46:01.9009986Z","4","459.25","263.16","2462","5.19"
"2026-09-17T00:46:06.9218486Z","4","475.75","276.64","2459","5.61"
"2026-09-17T00:46:11.9390983Z","4","492.86","288.79","2463","6.2"
"2026-09-17T00:46:16.9501532Z","4","456.12","250.14","2462","6.67"
"2026-09-17T00:46:21.9632765Z","4","443.04","238.82","2466","7.09"
"2026-09-17T00:46:26.9899746Z","4","456.63","252.18","2469","7.42"
"2026-09-17T00:46:32.0121989Z","4","456.23","251.66","2468","7.56"
"2026-09-17T00:46:37.0344448Z","4","456.21","251.83","2474","7.91"
"2026-09-17T00:46:42.0501995Z","4","477.52","268.19","2468","8.55"
"2026-09-17T00:46:47.0812443Z","4","464.23","257.79","2469","9.02"
"2026-09-17T00:46:52.0991202Z","4","467.48","262.21","2461","9.19"
"2026-09-17T00:46:57.1144401Z","4","458.41","250.18","2506","9.36"
"2026-09-17T00:47:02.1356425Z","4","455.37","247.39","2509","9.75"
"2026-09-17T00:47:07.1586427Z","4","461.83","252.54","2506","10.16"
"2026-09-17T00:47:12.1876383Z","4","454.38","244.52","2487","10.17"
"2026-09-17T00:47:17.2073207Z","4","438.96","229.14","2487","10.17"
"2026-09-17T00:47:22.2300392Z","4","432.65","222.82","2487","10.19"
"2026-09-17T00:47:27.2860236Z","4","432.68","222.7","2487","10.2"
"2026-09-17T00:47:32.3000673Z","4","432.7","222.7","2491","10.2"
"2026-09-17T00:47:37.3196571Z","4","428.86","218.87","2491","10.2"
"2026-09-17T00:47:42.3488440Z","4","429.16","219.14","2489","10.2"
"2026-09-17T00:47:47.3640151Z","4","429.18","219.16","2491","10.25"
"2026-09-17T00:47:52.3887117Z","4","429.18","219.14","2491","10.25"
"2026-09-17T00:47:57.4071759Z","4","429.18","219.13","2493","10.25"
"2026-09-17T00:48:02.4245524Z","4","429.1","219.07","2493","10.25"
"2026-09-17T00:48:07.4407214Z","4","426.25","216.21","2489","10.25"
"2026-09-17T00:48:12.4679841Z","4","426.26","216.21","2489","10.28"
"2026-09-17T00:48:17.4913061Z","4","426.32","216.21","2489","10.3"
"2026-09-17T00:48:22.5077283Z","4","426.32","216.21","2489","10.3"
"2026-09-17T00:48:27.5248893Z","4","426.32","216.21","2489","10.3"
"2026-09-17T00:48:32.5438867Z","4","426.47","216.48","2488","10.41"
"2026-09-17T00:48:37.5617398Z","4","426.47","216.48","2485","10.41"
"2026-09-17T00:48:42.5769745Z","4","426.47","216.48","2485","10.41"
"2026-09-17T00:48:47.5905348Z","4","426.47","216.48","2487","10.41"
"2026-09-17T00:48:52.6052416Z","4","427.14","216.62","2487","10.45"
"2026-09-17T00:48:57.6178185Z","4","427.14","216.62","2487","10.45"
"2026-09-17T00:49:02.6332057Z","4","427.14","216.62","2487","10.47"
"2026-09-17T00:49:07.6538803Z","4","427.04","216.48","2487","10.47"
"2026-09-17T00:49:12.6705897Z","4","427.04","216.48","2487","10.47"
"2026-09-17T00:49:17.6998681Z","4","427.04","216.48","2487","10.47"
"2026-09-17T00:49:22.7193441Z","4","427.04","216.48","2487","10.47"
"2026-09-17T00:49:27.7381656Z","4","427.04","216.48","2487","10.47"
"2026-09-17T00:49:32.7595373Z","4","427.04","216.48","2487","10.47"
"2026-09-17T00:49:37.7871844Z","4","427.04","216.48","2488","10.47"
"2026-09-17T00:49:42.8131237Z","4","427.04","216.48","2488","10.47"
"2026-09-17T00:49:47.8303404Z","4","427.04","216.48","2488","10.47"
"2026-09-17T00:49:52.8500710Z","4","427.04","216.48","2488","10.47"
"2026-09-17T00:49:57.8686866Z","4","427.04","216.48","2488","10.47"
"2026-09-17T00:50:02.8859612Z","4","427.04","216.48","2488","10.47"
"2026-09-17T00:50:07.9061573Z","4","427.04","216.48","2488","10.47"
"2026-09-17T00:50:12.9333208Z","4","427.04","216.48","2488","10.47"
"2026-09-17T00:50:17.9536322Z","4","427.04","216.48","2488","10.47"
"2026-09-17T00:50:22.9670320Z","4","427.04","216.48","2488","10.47"
"2026-09-17T00:50:27.9813044Z","4","427.04","216.48","2488","10.48"
"2026-09-17T00:50:32.9999445Z","4","426.95","216.27","2480","10.52"
"2026-09-17T00:50:38.0273581Z","4","426.95","216.27","2480","10.53"
"2026-09-17T00:50:43.0448086Z","4","426.95","216.27","2480","10.53"
"2026-09-17T00:50:48.0626241Z","4","426.95","216.27","2480","10.53"
"2026-09-17T00:50:53.0830167Z","4","427.02","216.37","2490","10.53"
"2026-09-17T00:50:58.1051720Z","4","427.02","216.37","2490","10.55"
"2026-09-17T00:51:03.1261844Z","4","427.02","216.37","2490","10.55"
"2026-09-17T00:51:08.1477667Z","4","427.02","216.37","2490","10.55"
"2026-09-17T00:51:13.1730379Z","4","427.01","216.36","2490","10.55"
"2026-09-17T00:51:18.2004560Z","4","427.01","216.36","2490","10.55"
"2026-09-17T00:51:23.2272919Z","4","427.01","216.36","2490","10.55"
"2026-09-17T00:51:28.2495245Z","4","427.01","216.36","2490","10.55"
"2026-09-17T00:51:33.2667569Z","4","427.01","216.36","2490","10.56"
"2026-09-17T00:51:38.2838522Z","4","427","216.33","2488","10.61"
"2026-09-17T00:51:43.3124921Z","4","427","216.33","2489","10.62"
"2026-09-17T00:51:48.3380494Z","4","427.01","216.36","2489","10.62"
"2026-09-17T00:51:53.3588950Z","4","423.5","216.35","2488","10.62"
"2026-09-17T00:51:58.3850377Z","4","423.5","216.35","2488","10.62"
"2026-09-17T00:52:03.4008351Z","4","423.5","216.35","2488","10.62"
"2026-09-17T00:52:08.4273571Z","4","423.5","216.35","2488","10.62"
"2026-09-17T00:52:13.4428196Z","4","423.5","216.35","2488","10.64"
"2026-09-17T00:52:18.4695789Z","4","423.5","216.35","2488","10.66"
"2026-09-17T00:52:23.4858231Z","4","423.51","216.35","2488","10.66"
"2026-09-17T00:52:28.5021723Z","4","423.51","216.35","2488","10.66"
"2026-09-17T00:52:33.5806035Z","4","423.51","216.35","2488","10.69"
"2026-09-17T00:52:38.6114706Z","4","423.51","216.35","2488","10.69"
"2026-09-17T00:52:43.6263026Z","4","423.51","216.35","2488","10.69"
"2026-09-17T00:52:48.6409583Z","4","423.42","216.18","2473","10.7"
"2026-09-17T00:52:53.6645976Z","4","423.44","216.18","2473","10.77"
"2026-09-17T00:52:58.6912093Z","4","424.11","217.02","2473","10.91"
"2026-09-17T00:53:03.7064892Z","4","424.46","217.41","2473","11"
"2026-09-17T00:53:08.7223823Z","4","422.87","217.41","2473","11.02"
"2026-09-17T00:53:13.7405672Z","4","422.87","217.41","2473","11.02"
"2026-09-17T00:53:18.7610751Z","4","422.85","217.38","2469","11.06"
"2026-09-17T00:53:23.8461523Z","4","422.85","217.38","2469","11.06"
"2026-09-17T00:53:28.8719296Z","4","422.85","217.38","2469","11.06"
"2026-09-17T00:53:33.8847845Z","4","422.85","217.38","2469","11.08"
"2026-09-17T00:53:38.9066817Z","4","422.85","217.38","2469","11.08"
"2026-09-17T00:53:43.9244978Z","4","422.85","217.38","2469","11.08"
"2026-09-17T00:53:48.9517819Z","4","422.99","217.6","2469","11.08"
"2026-09-17T00:53:53.9667264Z","4","422.91","217.6","2469","11.09"
"2026-09-17T00:53:58.9807796Z","4","422.91","217.6","2469","11.09"
"2026-09-17T00:54:04.0005353Z","4","422.7","217.6","2469","11.09"
"2026-09-17T00:54:09.0280187Z","4","421.61","217.6","2469","11.09"
"2026-09-17T00:54:14.0401880Z","4","420.78","217.6","2469","11.09"
"2026-09-17T00:54:19.0616907Z","4","420.78","217.6","2469","11.09"
"2026-09-17T00:54:24.0903950Z","4","420.78","217.6","2469","11.09"
"2026-09-17T00:54:29.1112570Z","4","420.78","217.6","2469","11.09"
"2026-09-17T00:54:34.1306825Z","4","420.78","217.6","2469","11.09"
"2026-09-17T00:54:39.1464628Z","4","420.78","217.6","2469","11.09"
"2026-09-17T00:54:44.1645385Z","4","420.78","217.6","2469","11.09"
"2026-09-17T00:54:49.1847725Z","4","420.78","217.6","2469","11.09"
"2026-09-17T00:54:54.2032022Z","4","420.78","217.6","2469","11.09"
"2026-09-17T00:54:59.2201688Z","4","420.65","217.34","2467","11.09"
"2026-09-17T00:55:04.2379064Z","4","420.65","217.34","2467","11.09"
"2026-09-17T00:55:09.2571364Z","4","420.65","217.34","2467","11.09"
"2026-09-17T00:55:14.2745406Z","4","420.65","217.34","2467","11.09"
"2026-09-17T00:55:19.2940704Z","4","420.65","217.34","2467","11.09"
"2026-09-17T00:55:24.3187975Z","4","420.65","217.34","2467","11.09"
"2026-09-17T00:55:29.3349773Z","4","420.65","217.34","2467","11.09"
"2026-09-17T00:55:34.3598959Z","4","420.65","217.34","2467","11.09"
"2026-09-17T00:55:39.3769529Z","4","420.65","217.34","2467","11.09"
"2026-09-17T00:55:44.3885570Z","4","420.65","217.34","2467","11.09"
"2026-09-17T00:55:49.4024592Z","4","420.65","217.35","2467","11.09"
"2026-09-17T00:55:54.4267935Z","4","420.65","217.35","2467","11.09"
"2026-09-17T00:55:59.4365267Z","4","420.65","217.35","2467","11.09"
"2026-09-17T00:56:04.4502690Z","4","420.65","217.35","2467","11.09"
"2026-09-17T00:56:09.4641849Z","4","420.63","217.32","2467","11.09"
"2026-09-17T00:56:14.4790459Z","4","420.64","217.32","2467","11.11"
"2026-09-17T00:56:19.4968428Z","4","420.66","217.35","2467","11.11"
"2026-09-17T00:56:24.5183584Z","4","420.66","217.35","2467","11.11"
"2026-09-17T00:56:29.5435889Z","4","420.65","217.35","2467","11.11"
"2026-09-17T00:56:34.5585543Z","4","420.65","217.35","2467","11.11"
"2026-09-17T00:56:39.5817746Z","4","420.65","217.35","2467","11.11"
"2026-09-17T00:56:44.5964373Z","4","420.65","217.35","2467","11.12"
"2026-09-17T00:56:49.6226358Z","4","420.65","217.35","2467","11.12"
"2026-09-17T00:56:54.6465719Z","4","420.65","217.35","2467","11.12"
"2026-09-17T00:56:59.6626028Z","4","420.65","217.35","2467","11.12"
"2026-09-17T00:57:04.6844075Z","4","420.65","217.35","2467","11.12"
"2026-09-17T00:57:09.6990168Z","4","420.65","217.35","2467","11.12"
"2026-09-17T00:57:14.7292466Z","4","420.65","217.35","2467","11.12"
"2026-09-17T00:57:19.7516628Z","4","420.65","217.35","2467","11.12"
"2026-09-17T00:57:24.7644213Z","4","420.65","217.35","2467","11.12"
"2026-09-17T00:57:29.7895651Z","4","420.65","217.35","2467","11.12"
"2026-09-17T00:57:34.8006325Z","4","420.65","217.35","2467","11.12"
"2026-09-17T00:57:39.8222579Z","4","420.65","217.35","2467","11.17"
"2026-09-17T00:57:44.8438873Z","4","420.65","217.35","2467","11.17"
"2026-09-17T00:57:49.8742611Z","4","420.65","217.35","2467","11.19"
"2026-09-17T00:57:54.8981137Z","4","420.65","217.35","2467","11.19"
"2026-09-17T00:57:59.9168509Z","4","420.65","217.35","2467","11.19"
"2026-09-17T00:58:04.9451571Z","4","420.65","217.35","2467","11.19"
"2026-09-17T00:58:09.9596834Z","4","420.64","217.35","2467","11.19"
"2026-09-17T00:58:14.9796782Z","4","420.64","217.35","2467","11.19"
"2026-09-17T00:58:20.0052247Z","4","420.64","217.35","2467","11.19"
"2026-09-17T00:58:25.0243309Z","4","420.64","217.35","2467","11.19"
"2026-09-17T00:58:30.0508084Z","4","420.64","217.35","2467","11.19"
"2026-09-17T00:58:35.0724821Z","4","420.64","217.35","2467","11.22"
"2026-09-17T00:58:40.0981871Z","4","420.64","217.35","2467","11.22"
"2026-09-17T00:58:45.1195137Z","4","420.64","217.35","2467","11.25"
"2026-09-17T00:58:50.1314726Z","4","419.8","217.23","2455","11.25"
"2026-09-17T00:58:55.1569553Z","4","419.8","217.23","2455","11.28"
"2026-09-17T00:59:00.1758764Z","4","419.8","217.23","2455","11.28"
"2026-09-17T00:59:05.2045139Z","4","419.43","217.23","2455","11.3"
"2026-09-17T00:59:10.2286297Z","4","419.43","217.23","2455","11.31"
"2026-09-17T00:59:15.2538622Z","4","419.43","217.23","2455","11.31"
"2026-09-17T00:59:20.2681600Z","4","419.43","217.23","2455","11.31"
"2026-09-17T00:59:25.2829265Z","4","419.41","217.23","2455","11.31"
"2026-09-17T00:59:30.3083453Z","4","419.42","217.23","2455","11.33"
"2026-09-17T00:59:35.3271881Z","4","419.42","217.23","2455","11.34"
"2026-09-17T00:59:40.3415712Z","4","419.42","217.23","2455","11.34"
"2026-09-17T00:59:45.3691108Z","4","419.42","217.23","2455","11.34"
"2026-09-17T00:59:50.3893593Z","4","419.42","217.23","2455","11.36"
"2026-09-17T00:59:55.4107861Z","4","419.42","217.23","2455","11.36"
"2026-09-17T01:00:00.4269882Z","4","419.42","217.23","2455","11.36"
"2026-09-17T01:00:05.4565405Z","4","419.42","217.23","2455","11.36"
"2026-09-17T01:00:10.4851100Z","4","419.42","217.23","2455","11.41"
"2026-09-17T01:00:15.5021948Z","4","419.42","217.23","2455","11.41"
"2026-09-17T01:00:20.5226834Z","4","419.42","217.23","2455","11.41"
"2026-09-17T01:00:25.5423957Z","4","419.42","217.23","2455","11.41"
"2026-09-17T01:00:30.5554014Z","4","419.42","217.23","2455","11.41"
"2026-09-17T01:00:35.5760430Z","4","419.39","217.16","2453","11.41"
"2026-09-17T01:00:40.5894907Z","4","419.39","217.16","2453","11.41"
"2026-09-17T01:00:45.6105192Z","4","419.39","217.16","2453","11.41"
"2026-09-17T01:00:50.6354613Z","4","419.4","217.2","2453","11.45"
"2026-09-17T01:00:55.6493374Z","4","419.4","217.2","2453","11.45"
"2026-09-17T01:01:00.6751827Z","4","419.4","217.2","2453","11.48"
"2026-09-17T01:01:05.6930897Z","4","419.4","217.2","2453","11.48"
"2026-09-17T01:01:10.7158930Z","4","419.41","217.2","2453","11.48"
"2026-09-17T01:01:15.7400277Z","4","419.41","217.2","2453","11.48"
"2026-09-17T01:01:20.7557278Z","4","419.41","217.2","2453","11.48"
"2026-09-17T01:01:25.7721630Z","4","419.41","217.2","2453","11.48"
"2026-09-17T01:01:30.7890718Z","4","419.41","217.2","2453","11.5"
"2026-09-17T01:01:35.8098677Z","4","419.41","217.2","2453","11.5"
"2026-09-17T01:01:40.8362182Z","4","419.41","217.2","2453","11.5"
"2026-09-17T01:01:45.8506385Z","4","419.41","217.2","2453","11.5"
"2026-09-17T01:01:50.8724118Z","4","419.41","217.2","2453","11.5"
"2026-09-17T01:01:55.8877138Z","4","419.41","217.2","2453","11.5"
"2026-09-17T01:02:00.9053622Z","4","419.41","217.2","2453","11.5"
"2026-09-17T01:02:05.9243618Z","4","419.41","217.2","2453","11.5"
"2026-09-17T01:02:10.9460007Z","4","419.41","217.2","2453","11.52"
"2026-09-17T01:02:15.9656196Z","4","419.41","217.2","2453","11.52"
"2026-09-17T01:02:20.9825071Z","4","419.41","217.2","2453","11.52"
"2026-09-17T01:02:25.9978020Z","4","419.41","217.2","2453","11.52"
"2026-09-17T01:02:31.0243530Z","4","419.41","217.2","2453","11.52"
"2026-09-17T01:02:36.0408738Z","4","419.41","217.2","2453","11.52"
"2026-09-17T01:02:41.0583012Z","4","419.41","217.2","2453","11.52"
"2026-09-17T01:02:46.0867734Z","4","419.41","217.2","2453","11.52"
"2026-09-17T01:02:51.1061376Z","4","419.41","217.2","2453","11.52"
"2026-09-17T01:02:56.1267290Z","4","419.41","217.2","2453","11.52"
"2026-09-17T01:03:01.1479620Z","4","419.41","217.2","2453","11.52"
"2026-09-17T01:03:06.1608326Z","4","419.41","217.2","2453","11.53"
"2026-09-17T01:03:11.1749130Z","4","419.36","217.2","2453","11.53"
"2026-09-17T01:03:16.1926763Z","4","419.36","217.2","2453","11.53"
"2026-09-17T01:03:21.2148181Z","4","419.38","217.23","2453","11.53"
"2026-09-17T01:03:26.2334753Z","4","419.38","217.23","2453","11.53"
"2026-09-17T01:03:31.2538404Z","4","419.38","217.23","2453","11.53"
"2026-09-17T01:03:36.2674472Z","4","419.38","217.23","2453","11.53"
"2026-09-17T01:03:41.2842545Z","4","419.38","217.23","2453","11.53"
"2026-09-17T01:03:46.3104483Z","4","419.38","217.23","2453","11.53"
"2026-09-17T01:03:51.3293871Z","4","419.38","217.23","2453","11.53"
"2026-09-17T01:03:56.3455003Z","4","419.38","217.23","2453","11.53"
"2026-09-17T01:04:01.3695008Z","4","419.38","217.23","2453","11.55"
"2026-09-17T01:04:06.3859077Z","4","419.38","217.23","2453","11.55"
"2026-09-17T01:04:11.4064325Z","4","419.38","217.22","2457","11.55"
"2026-09-17T01:04:16.4181240Z","4","457.33","251.56","2467","11.73"
"2026-09-17T01:04:21.4330758Z","4","472.23","266.28","2458","12.09"
"2026-09-17T01:04:26.4457720Z","4","481.1","274.69","2468","12.53"
"2026-09-17T01:04:31.4631021Z","4","476.21","267.62","2474","13"
"2026-09-17T01:04:36.4794002Z","4","467.21","261.42","2467","13.03"
"2026-09-17T01:04:41.4981847Z","4","452.44","246.37","2467","13.05"
"2026-09-17T01:04:46.5141337Z","4","442.82","236.46","2467","13.08"
"2026-09-17T01:04:51.5365394Z","4","442.81","236.42","2467","13.08"
"2026-09-17T01:04:56.5516028Z","4","438.9","232.5","2467","13.09"
"2026-09-17T01:05:01.5632990Z","4","438.9","232.5","2467","13.09"
"2026-09-17T01:05:06.5833878Z","4","438.9","232.5","2467","13.09"
"2026-09-17T01:05:11.6063833Z","4","438.79","232.39","2467","13.09"
"2026-09-17T01:05:16.6315251Z","4","436.72","231.77","2468","13.09"
"2026-09-17T01:05:21.6580976Z","4","436.71","231.76","2468","13.11"
"2026-09-17T01:05:26.6724334Z","4","436.71","231.76","2468","13.11"
"2026-09-17T01:05:31.6952112Z","4","436.67","231.68","2460","13.11"
"2026-09-17T01:05:36.7132067Z","4","436.67","231.68","2460","13.11"
"2026-09-17T01:05:41.7428407Z","4","436.67","231.68","2460","13.11"
"2026-09-17T01:05:46.7614321Z","4","436.67","231.68","2460","13.11"
"2026-09-17T01:05:51.7834906Z","4","436.67","231.68","2460","13.14"
"2026-09-17T01:05:56.7979084Z","4","436.67","231.68","2460","13.14"
"2026-09-17T01:06:01.8138803Z","4","436.67","231.68","2460","13.14"
"2026-09-17T01:06:06.8382934Z","4","436.67","231.68","2460","13.14"
"2026-09-17T01:06:11.8618221Z","4","436.61","231.56","2456","13.14"
"2026-09-17T01:06:16.8782341Z","4","436.61","231.56","2456","13.14"
"2026-09-17T01:06:21.8929868Z","4","436.61","231.56","2456","13.16"
"2026-09-17T01:06:26.9059462Z","4","436.61","231.56","2456","13.16"
"2026-09-17T01:06:31.9153912Z","4","436.59","231.53","2454","13.17"
"2026-09-17T01:06:36.9304723Z","4","436.59","231.53","2454","13.17"
"2026-09-17T01:06:41.9435769Z","4","436.59","231.53","2454","13.17"
"2026-09-17T01:06:46.9664938Z","4","436.59","231.53","2456","13.19"
"2026-09-17T01:06:51.9814102Z","4","436.59","231.53","2456","13.19"
"2026-09-17T01:06:56.9986744Z","4","436.59","231.53","2456","13.19"
"2026-09-17T01:07:02.0191880Z","4","436.59","231.53","2456","13.2"
"2026-09-17T01:07:07.0342707Z","4","436.59","231.53","2456","13.22"
"2026-09-17T01:07:12.0599240Z","4","436.59","231.53","2456","13.22"
"2026-09-17T01:07:17.0853941Z","4","436.59","231.53","2456","13.22"
"2026-09-17T01:07:22.1125411Z","4","436.59","231.53","2456","13.22"
"2026-09-17T01:07:27.1314639Z","4","436.59","231.53","2456","13.22"
"2026-09-17T01:07:32.1563134Z","4","436.59","231.53","2456","13.22"
"2026-09-17T01:07:37.1720353Z","4","436.59","231.53","2456","13.22"
"2026-09-17T01:07:42.1903425Z","4","436.59","231.53","2456","13.22"
"2026-09-17T01:07:47.2047776Z","4","436.59","231.53","2456","13.22"
"2026-09-17T01:07:52.2226711Z","4","436.59","231.53","2456","13.22"
"2026-09-17T01:07:57.2443357Z","4","436.59","231.53","2456","13.22"
"2026-09-17T01:08:02.2565028Z","4","436.59","231.53","2456","13.22"
"2026-09-17T01:08:07.2759835Z","4","436.59","231.53","2456","13.23"
"2026-09-17T01:08:12.2951607Z","4","436.59","231.53","2456","13.25"
"2026-09-17T01:08:17.3260255Z","4","436.59","231.53","2456","13.25"
"2026-09-17T01:08:22.3553643Z","4","436.59","231.53","2456","13.25"
"2026-09-17T01:08:27.3807386Z","4","436.59","231.53","2456","13.25"
"2026-09-17T01:08:32.3955791Z","4","436.59","231.53","2456","13.25"
"2026-09-17T01:08:37.4088734Z","4","436.59","231.53","2456","13.25"
"2026-09-17T01:08:42.4237109Z","4","436.59","231.53","2456","13.25"
"2026-09-17T01:08:47.4410808Z","4","436.59","231.53","2456","13.25"
"2026-09-17T01:08:52.4703270Z","4","436.61","231.56","2456","13.25"
"2026-09-17T01:08:57.4857105Z","4","436.61","231.56","2456","13.25"
"2026-09-17T01:09:02.5048297Z","4","436.61","231.56","2456","13.25"
"2026-09-17T01:09:07.5294468Z","4","436.61","231.56","2456","13.27"
"2026-09-17T01:09:12.5482779Z","4","436.61","231.56","2456","13.27"
"2026-09-17T01:09:17.5651373Z","4","436.61","231.56","2456","13.27"
"2026-09-17T01:09:22.5787980Z","4","436.61","231.56","2456","13.27"
"2026-09-17T01:09:27.6019956Z","4","436.61","231.56","2456","13.27"
"2026-09-17T01:09:32.6248704Z","4","436.61","231.56","2456","13.27"
"2026-09-17T01:09:37.6529939Z","4","436.61","231.56","2456","13.27"
"2026-09-17T01:09:42.6813953Z","4","436.61","231.56","2456","13.27"
"2026-09-17T01:09:47.6990353Z","4","436.61","231.56","2456","13.27"
"2026-09-17T01:09:52.7143853Z","4","436.61","231.56","2456","13.27"
"2026-09-17T01:09:57.7363500Z","4","436.61","231.56","2456","13.27"
"2026-09-17T01:10:02.7555605Z","4","436.61","231.56","2456","13.27"
"2026-09-17T01:10:07.7722356Z","4","436.61","231.56","2456","13.28"
"2026-09-17T01:10:12.7924690Z","4","436.61","231.56","2456","13.28"
"2026-09-17T01:10:17.8176879Z","4","433.09","231.55","2455","13.28"
"2026-09-17T01:10:22.8351074Z","4","433.09","231.55","2455","13.3"
"2026-09-17T01:10:27.8482055Z","4","433.09","231.55","2455","13.3"
"2026-09-17T01:10:32.8618101Z","4","433.12","231.59","2457","13.3"
"2026-09-17T01:10:37.8928963Z","4","433.12","231.59","2457","13.3"
"2026-09-17T01:10:42.9210602Z","4","433.12","231.59","2457","13.31"
"2026-09-17T01:10:47.9329285Z","4","433.12","231.59","2457","13.31"
"2026-09-17T01:10:52.9610307Z","4","433.12","231.59","2457","13.31"
"2026-09-17T01:10:57.9875794Z","4","433.12","231.59","2457","13.31"
"2026-09-17T01:11:03.0101604Z","4","433.12","231.59","2457","13.31"
"2026-09-17T01:11:08.0242082Z","4","433.12","231.59","2457","13.31"
"2026-09-17T01:11:13.0478826Z","4","433.12","231.59","2457","13.33"
"2026-09-17T01:11:18.0733302Z","4","433.12","231.59","2457","13.34"
"2026-09-17T01:11:23.0859789Z","4","433.12","231.59","2457","13.34"
"2026-09-17T01:11:28.1052427Z","4","433.12","231.59","2457","13.34"
"2026-09-17T01:11:33.1193362Z","4","433.12","231.59","2457","13.34"
"2026-09-17T01:11:38.1430296Z","4","433.12","231.59","2457","13.34"
"2026-09-17T01:11:43.1697878Z","4","433.12","231.59","2457","13.38"
"2026-09-17T01:11:48.1942602Z","4","433.08","231.52","2455","13.38"
"2026-09-17T01:11:53.2224844Z","4","433.08","231.52","2455","13.38"
"2026-09-17T01:11:58.2461733Z","4","433.08","231.52","2455","13.41"
"2026-09-17T01:12:03.2624087Z","4","433.08","231.52","2455","13.41"
"2026-09-17T01:12:08.2882991Z","4","433.08","231.52","2455","13.42"
"2026-09-17T01:12:13.3081925Z","4","433.08","231.52","2455","13.42"
"2026-09-17T01:12:18.3313212Z","4","433.08","231.52","2455","13.42"
"2026-09-17T01:12:23.3475193Z","4","433.08","231.52","2455","13.42"
